sample_id	DNA_kit	kit_code	replicate	matrix_type	kit_source_label	qPCR_species_label	taxon	taxonomic_rank	qPCR_value	qPCR_total	qPCR_relative_abundance	expected_abundance	qPCR_bias	qPCR_relative_deviation_pct
2D	DNeasy	D	2	mock_only	DNeasy Kit	C.albicans	Candida_albicans	Species	0.0046777	0.01253507299999999	0.3731689476399539	0.1	0.2731689476399539	273.1689476399539
2D	DNeasy	D	2	mock_only	DNeasy Kit	C.neoformans	Cryptococcus_neoformans	Species	0.004044	0.01253507299999999	0.32261479450498615	0.1	0.22261479450498614	222.61479450498612
2D	DNeasy	D	2	mock_only	DNeasy Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	3.752e-4	0.01253507299999999	0.02993201555347943	0.1	-0.07006798444652057	-70.06798444652057
2D	DNeasy	D	2	mock_only	DNeasy Kit	N.glabratus	Nakaseomyces_glabratus	Species	7.1e-4	0.01253507299999999	0.05664107420834326	0.1	-0.04335892579165675	-43.358925791656745
2D	DNeasy	D	2	mock_only	DNeasy Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	4.85e-4	0.01253507299999999	0.03869143801555843	0.1	-0.061308561984441574	-61.30856198444157
2D	DNeasy	D	2	mock_only	DNeasy Kit	P.chrysogenum	Penicillium_chrysogenum	Species	9.63e-4	0.01253507299999999	0.07682444290511911	0.1	-0.023175557094880894	-23.175557094880894
2D	DNeasy	D	2	mock_only	DNeasy Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.173e-5	0.01253507299999999	9.3577436685051e-4	0.1	-0.0990642256331495	-99.06422563314949
2D	DNeasy	D	2	mock_only	DNeasy Kit	T.interdigitale	Trichophyton_interdigitale	Species	7.8879e-5	0.01253507299999999	0.00629266379222522	0.1	-0.09370733620777479	-93.70733620777479
2D	DNeasy	D	2	mock_only	DNeasy Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.001178	0.01253507299999999	0.09397631748933571	0.1	-0.006023682510664291	-6.023682510664291
2D	DNeasy	D	2	mock_only	DNeasy Kit	M.globosa	Malassezia_globosa	Species	1.1564e-5	0.01253507299999999	9.2253152414828e-4	0.1	-0.09907746847585172	-99.07746847585172
3D	DNeasy	D	3	mock_only	DNeasy Kit	C.albicans	Candida_albicans	Species	0.0045814	0.0137998524	0.33198905808586765	0.1	0.23198905808586764	231.98905808586764
3D	DNeasy	D	3	mock_only	DNeasy Kit	C.neoformans	Cryptococcus_neoformans	Species	0.004809	0.0137998524	0.34848198811169895	0.1	0.24848198811169894	248.48198811169894
3D	DNeasy	D	3	mock_only	DNeasy Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	4.34e-4	0.0137998524	0.03144961173642698	0.1	-0.06855038826357303	-68.55038826357303
3D	DNeasy	D	3	mock_only	DNeasy Kit	N.glabratus	Nakaseomyces_glabratus	Species	8.62e-4	0.0137998524	0.06246443621382501	0.1	-0.037535563786174994	-37.53556378617499
3D	DNeasy	D	3	mock_only	DNeasy Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	5.57e-4	0.0137998524	0.04036275054652034	0.1	-0.05963724945347967	-59.63724945347967
3D	DNeasy	D	3	mock_only	DNeasy Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.001137	0.0137998524	0.08239218558598496	0.1	-0.017607814414015044	-17.607814414015046
3D	DNeasy	D	3	mock_only	DNeasy Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.338e-5	0.0137998524	9.6957558763454e-4	0.1	-0.09903042441236547	-99.03042441236546
3D	DNeasy	D	3	mock_only	DNeasy Kit	T.interdigitale	Trichophyton_interdigitale	Species	8.51284e-5	0.0137998524	0.00616879061691993	0.1	-0.09383120938308008	-93.83120938308008
3D	DNeasy	D	3	mock_only	DNeasy Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.001307	0.0137998524	0.0947111579251384	0.1	-0.005288842074861605	-5.288842074861605
3D	DNeasy	D	3	mock_only	DNeasy Kit	M.globosa	Malassezia_globosa	Species	1.3944e-5	0.0137998524	0.00101044558998326	0.1	-0.09898955441001675	-98.98955441001675
4D	DNeasy	D	4	mock_only	DNeasy Kit	C.albicans	Candida_albicans	Species	0.0051187	0.0135715426	0.37716419944774743	0.1	0.2771641994477474	277.1641994477474
4D	DNeasy	D	4	mock_only	DNeasy Kit	C.neoformans	Cryptococcus_neoformans	Species	0.004216	0.0135715426	0.310650021464767	0.1	0.210650021464767	210.65002146476698
4D	DNeasy	D	4	mock_only	DNeasy Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	2.096e-4	0.0135715426	0.01544408076352352	0.1	-0.08455591923647648	-84.55591923647648
4D	DNeasy	D	4	mock_only	DNeasy Kit	N.glabratus	Nakaseomyces_glabratus	Species	9.77e-4	0.0135715426	0.07198886882615688	0.1	-0.02801113117384313	-28.01113117384313
4D	DNeasy	D	4	mock_only	DNeasy Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	6.95e-4	0.0135715426	0.05121009604317198	0.1	-0.04878990395682802	-48.78990395682802
4D	DNeasy	D	4	mock_only	DNeasy Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.001047	0.0135715426	0.07714672022618858	0.1	-0.022853279773811422	-22.853279773811423
4D	DNeasy	D	4	mock_only	DNeasy Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	9.928e-6	0.0135715426	7.3153069570735e-4	0.1	-0.09926846930429266	-99.26846930429265
4D	DNeasy	D	4	mock_only	DNeasy Kit	T.interdigitale	Trichophyton_interdigitale	Species	9.8467e-5	0.0135715426	0.00725540219724174	0.1	-0.09274459780275826	-92.74459780275825
4D	DNeasy	D	4	mock_only	DNeasy Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.001186	0.0135715426	0.08738873943482298	0.1	-0.01261126056517703	-12.61126056517703
4D	DNeasy	D	4	mock_only	DNeasy Kit	M.globosa	Malassezia_globosa	Species	1.38476e-5	0.0135715426	0.00102034090067255	0.1	-0.09897965909932746	-98.97965909932745
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	C.albicans	Candida_albicans	Species	0.0031076	0.0067856585	0.4579658702246805	0.1	0.3579658702246805	357.9658702246805
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	C.neoformans	Cryptococcus_neoformans	Species	8.74e-4	0.0067856585	0.12880105888028406	0.1	0.02880105888028406	28.80105888028406
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	2.709e-4	0.0067856585	0.03992243346758462	0.1	-0.06007756653241539	-60.07756653241538
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	N.glabratus	Nakaseomyces_glabratus	Species	6.90534e-4	0.0067856585	0.1017637418682358	0.1	0.001763741868235788	1.7637418682357882
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	4.92e-4	0.0067856585	0.0725058592323796	0.1	-0.027494140767620412	-27.49414076762041
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	P.chrysogenum	Penicillium_chrysogenum	Species	6.05326e-4	0.0067856585	0.08920667021483619	0.1	-0.010793329785163813	-10.793329785163813
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	8.584e-6	0.0067856585	0.0012650209261194	0.1	-0.09873497907388061	-98.7349790738806
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	T.interdigitale	Trichophyton_interdigitale	Species	5.97791e-5	0.0067856585	0.00880962400332996	0.1	-0.09119037599667004	-91.19037599667004
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	A.fumigatus	Aspergillus_fumigatus	Species	6.44e-4	0.0067856585	0.09490604338547248	0.1	-0.005093956614527523	-5.093956614527523
1Q	QIAamp	Q	1	mock_only	QIAStool Kit	M.globosa	Malassezia_globosa	Species	3.29354e-5	0.0067856585	0.00485367779707746	0.1	-0.09514632220292255	-95.14632220292253
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	C.albicans	Candida_albicans	Species	0.0028202	0.0063382791	0.4449472728330944	0.1	0.34494727283309434	344.9472728330943
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	C.neoformans	Cryptococcus_neoformans	Species	8.5e-4	0.0063382791	0.13410580168361472	0.1	0.03410580168361471	34.105801683614715
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	1.726e-4	0.0063382791	0.02723136631834341	0.1	-0.07276863368165659	-72.7686336816566
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	N.glabratus	Nakaseomyces_glabratus	Species	7.93215e-4	0.0063382791	0.1251467452734923	0.1	0.025146745273492283	25.146745273492282
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	4.37e-4	0.0063382791	0.06894615921851721	0.1	-0.031053840781482794	-31.053840781482794
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	P.chrysogenum	Penicillium_chrysogenum	Species	7.05044e-4	0.0063382791	0.11123587157908524	0.1	0.011235871579085233	11.235871579085233
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	9.657e-6	0.0063382791	0.00152359967865725	0.1	-0.09847640032134275	-98.47640032134275
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	T.interdigitale	Trichophyton_interdigitale	Species	6.31876e-5	0.0063382791	0.00996920441701597	0.1	-0.09003079558298403	-90.03079558298403
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	A.fumigatus	Aspergillus_fumigatus	Species	4.56e-4	0.0063382791	0.07194381831497448	0.1	-0.028056181685025522	-28.05618168502552
2Q	QIAamp	Q	2	mock_only	QIAStool Kit	M.globosa	Malassezia_globosa	Species	3.13755e-5	0.0063382791	0.004950160683205	0.1	-0.095049839316795	-95.049839316795
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	C.albicans	Candida_albicans	Species	0.0029604	0.007212329	0.4104638044104755	0.1	0.3104638044104755	310.4638044104755
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	C.neoformans	Cryptococcus_neoformans	Species	9.43e-4	0.007212329	0.13074833385997783	0.1	0.030748333859977828	30.748333859977826
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	2.391e-4	0.007212329	0.03315156588114602	0.1	-0.066848434118854	-66.84843411885399
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	N.glabratus	Nakaseomyces_glabratus	Species	8.6801e-4	0.007212329	0.12035086031155816	0.1	0.020350860311558153	20.350860311558154
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	7.72e-4	0.007212329	0.10703893291612182	0.1	0.007038932916121815	7.038932916121815
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	P.chrysogenum	Penicillium_chrysogenum	Species	7.24865e-4	0.007212329	0.10050359599513554	0.1	5.03595995135539e-4	0.503595995135539
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.021e-5	0.007212329	0.00141563148325596	0.1	-0.09858436851674404	-98.58436851674404
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	T.interdigitale	Trichophyton_interdigitale	Species	8.81304e-5	0.007212329	0.01221940929206085	0.1	-0.08778059070793916	-87.78059070793915
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	A.fumigatus	Aspergillus_fumigatus	Species	5.46e-4	0.007212329	0.0757037012593297	0.1	-0.02429629874067031	-24.29629874067031
3Q	QIAamp	Q	3	mock_only	QIAStool Kit	M.globosa	Malassezia_globosa	Species	6.06136e-5	0.007212329	0.00840416459093865	0.1	-0.09159583540906135	-91.59583540906135
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	C.albicans	Candida_albicans	Species	0.0043644	0.0069713285	0.6260499702459869	0.1	0.5260499702459869	526.0499702459869
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	C.neoformans	Cryptococcus_neoformans	Species	0.001091	0.0069713285	0.15649814809329382	0.1	0.056498148093293815	56.49814809329381
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	8.998e-5	0.0069713285	0.01290715248894095	0.1	-0.08709284751105906	-87.09284751105906
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	N.glabratus	Nakaseomyces_glabratus	Species	3.42882e-4	0.0069713285	0.0491845994633591	0.1	-0.05081540053664091	-50.81540053664091
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	1.52e-4	0.0069713285	0.02180359166835991	0.1	-0.0781964083316401	-78.1964083316401
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	P.chrysogenum	Penicillium_chrysogenum	Species	2.05297e-4	0.0069713285	0.02944876288644266	0.1	-0.07055123711355735	-70.55123711355733
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.464e-5	0.0069713285	0.00210003014489992	0.1	-0.09789996985510009	-97.89996985510008
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	T.interdigitale	Trichophyton_interdigitale	Species	2.58406e-5	0.0069713285	0.0037066966504304	0.1	-0.0962933033495696	-96.2933033495696
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	A.fumigatus	Aspergillus_fumigatus	Species	6.62e-4	0.0069713285	0.094960379502988565	0.1	-0.0050396204970114405	-5.03962049701144
4Q	QIAamp	Q	4	mock_only	QIAStool Kit	M.globosa	Malassezia_globosa	Species	2.32889e-5	0.0069713285	0.00334066885529781	0.1	-0.0966593311447022	-96.6593311447022
1Z	Zymo	Z	1	mock_only	ZymoB Kit	C.albicans	Candida_albicans	Species	0.0035945	0.02026211299999999	0.1774000569437156	0.1	0.0774000569437156	77.4000569437156
1Z	Zymo	Z	1	mock_only	ZymoB Kit	C.neoformans	Cryptococcus_neoformans	Species	0.00471	0.02026211299999999	0.23245354519540976	0.1	0.13245354519540975	132.45354519540976
1Z	Zymo	Z	1	mock_only	ZymoB Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	8.327e-4	0.02026211299999999	0.0410964049011078	0.1	-0.0589035950988922	-58.903595098892204
1Z	Zymo	Z	1	mock_only	ZymoB Kit	N.glabratus	Nakaseomyces_glabratus	Species	0.002631316	0.02026211299999999	0.1298638498363917	0.1	0.029863849836391704	29.863849836391704
1Z	Zymo	Z	1	mock_only	ZymoB Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	0.002559	0.02026211299999999	0.12629482423674177	0.1	0.02629482423674176	26.29482423674176
1Z	Zymo	Z	1	mock_only	ZymoB Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.002489376	0.02026211299999999	0.12285865743617164	0.1	0.02285865743617163	22.85865743617163
1Z	Zymo	Z	1	mock_only	ZymoB Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.49248e-4	0.02026211299999999	0.00736586554423025	0.1	-0.09263413445576976	-92.63413445576975
1Z	Zymo	Z	1	mock_only	ZymoB Kit	T.interdigitale	Trichophyton_interdigitale	Species	2.06725e-4	0.02026211299999999	0.01020253909352889	0.1	-0.08979746090647112	-89.79746090647112
1Z	Zymo	Z	1	mock_only	ZymoB Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.00294	0.02026211299999999	0.14509839126847235	0.1	0.04509839126847234	45.09839126847234
1Z	Zymo	Z	1	mock_only	ZymoB Kit	M.globosa	Malassezia_globosa	Species	1.49248e-4	0.02026211299999999	0.00736586554423025	0.1	-0.09263413445576976	-92.63413445576975
2Z	Zymo	Z	2	mock_only	ZymoB Kit	C.albicans	Candida_albicans	Species	0.0037994	0.019170784	0.1981869912049502	0.1	0.0981869912049502	98.18699120495019
2Z	Zymo	Z	2	mock_only	ZymoB Kit	C.neoformans	Cryptococcus_neoformans	Species	0.005083	0.019170784	0.26514304266325256	0.1	0.16514304266325255	165.14304266325254
2Z	Zymo	Z	2	mock_only	ZymoB Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	8.443e-4	0.019170784	0.04404097401546019	0.1	-0.05595902598453981	-55.959025984539814
2Z	Zymo	Z	2	mock_only	ZymoB Kit	N.glabratus	Nakaseomyces_glabratus	Species	0.002541683	0.019170784	0.13258106710711465	0.1	0.03258106710711464	32.58106710711464
2Z	Zymo	Z	2	mock_only	ZymoB Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	0.001381	0.019170784	0.07203669917724805	0.1	-0.02796330082275196	-27.963300822751957
2Z	Zymo	Z	2	mock_only	ZymoB Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.002259157	0.019170784	0.11784374598347153	0.1	0.01784374598347152	17.84374598347152
2Z	Zymo	Z	2	mock_only	ZymoB Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.50286e-4	0.019170784	0.00783932467237646	0.1	-0.09216067532762355	-92.16067532762354
2Z	Zymo	Z	2	mock_only	ZymoB Kit	T.interdigitale	Trichophyton_interdigitale	Species	2.74672e-4	0.019170784	0.01432763521825711	0.1	-0.0856723647817429	-85.6723647817429
2Z	Zymo	Z	2	mock_only	ZymoB Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.002687	0.019170784	0.14016119528549276	0.1	0.04016119528549275	40.16119528549275
2Z	Zymo	Z	2	mock_only	ZymoB Kit	M.globosa	Malassezia_globosa	Species	1.50286e-4	0.019170784	0.00783932467237646	0.1	-0.09216067532762355	-92.16067532762354
3Z	Zymo	Z	3	mock_only	ZymoB Kit	C.albicans	Candida_albicans	Species	0.0029399	0.023262805	0.1263777089650195	0.1	0.02637770896501948	26.37770896501948
3Z	Zymo	Z	3	mock_only	ZymoB Kit	C.neoformans	Cryptococcus_neoformans	Species	0.006087	0.023262805	0.26166234037554803	0.1	0.16166234037554802	161.662340375548
3Z	Zymo	Z	3	mock_only	ZymoB Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	0.0012797	0.023262805	0.05501056299960387	0.1	-0.044989437000396135	-44.98943700039613
3Z	Zymo	Z	3	mock_only	ZymoB Kit	N.glabratus	Nakaseomyces_glabratus	Species	0.001760255	0.023262805	0.07566821799864634	0.1	-0.024331782001353663	-24.331782001353663
3Z	Zymo	Z	3	mock_only	ZymoB Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	0.00286	0.023262805	0.1229430414775862	0.1	0.02294304147758619	22.943041477586192
3Z	Zymo	Z	3	mock_only	ZymoB Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.004215735	0.023262805	0.1812221269103189	0.1	0.08122212691031888	81.22212691031888
3Z	Zymo	Z	3	mock_only	ZymoB Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	3.54974e-4	0.023262805	0.01525929482708555	0.1	-0.08474070517291446	-84.74070517291446
3Z	Zymo	Z	3	mock_only	ZymoB Kit	T.interdigitale	Trichophyton_interdigitale	Species	3.45267e-4	0.023262805	0.01484201926637823	0.1	-0.08515798073362177	-85.15798073362177
3Z	Zymo	Z	3	mock_only	ZymoB Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.003065	0.023262805	0.13175539235272787	0.1	0.03175539235272787	31.755392352727867
3Z	Zymo	Z	3	mock_only	ZymoB Kit	M.globosa	Malassezia_globosa	Species	3.54974e-4	0.023262805	0.01525929482708555	0.1	-0.08474070517291446	-84.74070517291446
4Z	Zymo	Z	4	mock_only	ZymoB Kit	C.albicans	Candida_albicans	Species	0.0034242	0.020551749	0.16661355683158643	0.1	0.06661355683158643	66.61355683158644
4Z	Zymo	Z	4	mock_only	ZymoB Kit	C.neoformans	Cryptococcus_neoformans	Species	0.005486	0.020551749	0.26693591868993727	0.1	0.16693591868993726	166.93591868993724
4Z	Zymo	Z	4	mock_only	ZymoB Kit	S.cerevisiae	Saccharomyces_cerevisiae	Species	8.155e-4	0.020551749	0.03968032112498065	0.1	-0.06031967887501936	-60.319678875019356
4Z	Zymo	Z	4	mock_only	ZymoB Kit	N.glabratus	Nakaseomyces_glabratus	Species	0.002631316	0.020551749	0.12803367732838697	0.1	0.028033677328386963	28.033677328386965
4Z	Zymo	Z	4	mock_only	ZymoB Kit	C.dermatis	Cutaneotrichosporon_dermatis	Species	0.002307	0.020551749	0.11225321990843698	0.1	0.012253219908436974	12.253219908436975
4Z	Zymo	Z	4	mock_only	ZymoB Kit	P.chrysogenum	Penicillium_chrysogenum	Species	0.002455104	0.020551749	0.11945961387519864	0.1	0.019459613875198636	19.459613875198638
4Z	Zymo	Z	4	mock_only	ZymoB Kit	F.keratoplasticum	Fusarium_keratoplasticum	Species	1.42179e-4	0.020551749	0.00691809733565741	0.1	-0.0930819026643426	-93.08190266434259
4Z	Zymo	Z	4	mock_only	ZymoB Kit	T.interdigitale	Trichophyton_interdigitale	Species	2.49271e-4	0.020551749	0.01212894338092587	0.1	-0.08787105661907413	-87.87105661907412
4Z	Zymo	Z	4	mock_only	ZymoB Kit	A.fumigatus	Aspergillus_fumigatus	Species	0.002899	0.020551749	0.14105855418923227	0.1	0.041058554189232266	41.05855418923227
4Z	Zymo	Z	4	mock_only	ZymoB Kit	M.globosa	Malassezia_globosa	Species	1.42179e-4	0.020551749	0.00691809733565741	0.1	-0.0930819026643426	-93.08190266434259
