run_id	sample_id	DNA_kit	replicate	matrix_type	Trimm	Paired	Method	taxonomy_method	BLAST	metric	value
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4009427007900648
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41880554014463556
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41140560265591114
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.399672613196338
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4152223869952568
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4185128865729754
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.3973559735815332
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4180759479564261
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Q	QIAamp	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4246431144853225
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1Z	Zymo	1	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.39947974059287894
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41170253869406115
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4036794523605789
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4011996743521605
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41771476386861
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41095537296600615
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.3991686533406687
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.4141171306362866
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	0.9
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	F1-score	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.41659125707502537
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Precision	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	Recall	1
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	ITSxpress	PE	ITSx_PE	CustomDB BLAST	CustomDB_BLAST	FDR	0
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	Cutadapt	SE	Cutadapt_SE	CustomDB BLAST	CustomDB_BLAST	F1-score	0.9473684210526316
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	Cutadapt	SE	Cutadapt_SE	CustomDB BLAST	CustomDB_BLAST	R²	NA
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	Cutadapt	SE	Cutadapt_SE	CustomDB BLAST	CustomDB_BLAST	Bray–Curtis	0.39814836219052674
