run_id	sample_id	DNA_kit	replicate	matrix_type	Trimm	Paired	Method	taxonomy_method	BLAST	metric	value
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6153846153846154
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.27279234271749236
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5040787934997379
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2D	DNeasy	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.19622440528606633
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6205761815006311
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6666666666666666
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.2918374827311632
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.518233066454547
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5714285714285714
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Q	QIAamp	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.42857142857142855
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.47619047619047616
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.19063392082866026
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6118353057095836
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.45454545454545453
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5454545454545454
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6666666666666666
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.29471324093447776
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5097179274850369
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5714285714285714
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	2Z	Zymo	2	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.42857142857142855
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.45454545454545453
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.20254205821007196
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6085745011144161
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.4166666666666667
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5833333333333334
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.64
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.30537371347114906
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5061375285108448
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5333333333333333
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3D	DNeasy	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.4666666666666667
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.47619047619047616
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.18923678100943675
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6280910250046232
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.45454545454545453
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5454545454545454
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6153846153846154
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.28136531142084054
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5254922572293438
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Q	QIAamp	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.47619047619047616
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.18513520036611722
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6173228706523626
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.45454545454545453
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5454545454545454
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.64
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.27381314934553835
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.515539459123293
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5333333333333333
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	3Z	Zymo	3	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.4666666666666667
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.2018391185676442
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6072375563096754
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6666666666666666
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.2884901348541718
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5048783198133127
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5714285714285714
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4D	DNeasy	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.42857142857142855
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.17310931349248912
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.623893725166125
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6956521739130435
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.2632481357775368
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5216070276328151
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.6153846153846154
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Q	QIAamp	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.38461538461538464
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	F1-score	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	R²	0.17975681178324182
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Bray–Curtis	0.6242079673017132
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Precision	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE	No_BLAST	FDR	0.5
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	F1-score	0.6666666666666666
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	R²	0.26149915697961046
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Bray–Curtis	0.5220190417154977
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Precision	0.5714285714285714
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	Recall	0.8
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	4Z	Zymo	4	mock_only	Cutadapt	PE	Cutadapt_PE	UNITE+RefSeq BLAST	NA	FDR	0.42857142857142855
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	F1-score	0.5
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	R²	0.1902228119024086
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	Bray–Curtis	0.6038734006146869
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	Precision	0.5
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	Recall	0.5
fig4_q30_PE_itsxpress_unite_blast_top1_rescue	1D	DNeasy	1	mock_only	ITSxpress	PE	ITSx_PE	UNITE	No_BLAST	FDR	0.5
